manufacturer,model_name,category,screen_size_inches,screen,cpu,cpu_manufacturer,cpu_speed,ram_gb,storage_1_type,storage_1_capacity_gb,storage_2_type,storage_2_capacity_gb,gpu,gpu_manufacturer,os,os_version,weight_kg,screen_resolution,price_euros
Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD,256.0,,,Nvidia GeForce GTX 1050,,Linux,,2.5,1920x1080,879.0
MSI,GE73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,2.8,1920x1080,2249.0
Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.1,1920x1080,1873.0
Toshiba,Portege Z30-C-16P,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,16.0,SSD,512.0,,,Intel HD Graphics 520,,Windows,10,1.2,1920x1080,1747.0
Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8,Intel,,8.0,SSD,512.0,,,Intel HD Graphics,,Windows,10,1.36,1920x1080,1680.0
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,2.2,1920x1080,409.0
Lenovo,Lenovo IdeaPad,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1,Intel,,2.0,Flash Storage,32.0,,,Intel HD Graphics 500,,Windows,10,1.15,1366x768,304.45
Lenovo,ThinkPad P51,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD,512.0,,,Nvidia Quadro M1200,,Windows,10,2.67,1920x1080,1925.0
Lenovo,Thinkpad T470p,Ultrabook,14.0,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD,512.0,,,Nvidia GeForce GT 940MX,,Windows,10,1.7,2560x1440,1943.0
HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2,Intel,,4.0,HDD,1000.0,,,AMD Radeon 520,,Windows,10,2.1,1920x1080,469.0
Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.6,1920x1080,789.01
Asus,ZenBook Flip,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.27,1920x1080,928.0
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,4.0,SSD,256.0,,,AMD Radeon R5 M430,,Linux,,2.3,1920x1080,598.9
Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 520,,Windows,10,1.65,1366x768,689.0
HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.43,1920x1080,1500.0
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,8.0,HDD,1000.0,,,Intel HD Graphics 620,,Windows,10,2.14,1366x768,539.95
Lenovo,ThinkPad E480,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD,256.0,,,AMD Radeon RX 550,,Windows,10,1.75,1920x1080,1215.38
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD,512.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.0,3840x2160,1899.0
Chuwi,LapBook 12.3,Notebook,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1,Intel,,6.0,Flash Storage,64.0,,,Intel HD Graphics 500,,Windows,10,1.4,2736x1824,449.0
HP,ProBook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 630,,Windows,10,2.31,1920x1080,1427.0
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce 940MX,,Linux,,2.3,1920x1080,597.0
Dell,Alienware 17,Gaming,17.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,4.42,2560x1440,2799.0
Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1050 Ti,,Windows,10,2.62,1920x1080,1159.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD ,256.0,HDD,2000.0,AMD Radeon 530,,Windows,10,2.02,1920x1080,1142.4
Dell,Latitude 5480,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Linux,,1.6,1920x1080,1099.0
HP,Omen 17-w207nv,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,12.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,3.35,1920x1080,1999.0
Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1,Intel,,4.0,SSD,32.0,,,Intel HD Graphics 500,,Windows,10,1.16,1920x1080,299.0
Samsung,Chromebook 3,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6,Intel,,4.0,Flash Storage,16.0,,,Intel HD Graphics 400,,Chrome OS,,1.15,1366x768,269.0
Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.4,1920x1080,1010.0
Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 620,,Windows,10,1.7,1920x1080,599.0
Lenovo,Thinkpad T570,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8,Intel,,16.0,SSD,512.0,,,Nvidia GeForce 940MX,,Windows,10,2.3,3840x2160,2445.0
Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9,Intel,,16.0,SSD,512.0,,,Nvidia Quadro M2200M,,Windows,10,2.5,1920x1080,2449.0
Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1600 3.2,AMD,,8.0,SSD ,256.0,HDD,1000.0,AMD Radeon RX 580,,Windows,10,3.2,1920x1080,1695.0
HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 400,,Windows,10,2.1,1366x768,347.0
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i7 7Y75 1.3,Intel,,16.0,SSD,512.0,,,Intel HD Graphics 615,,Chrome OS,,1.1,2400x1600,2199.0
Lenovo,ThinkPad T470s,Ultrabook,14.0,2560x1440,Intel Core i7 7500U 2.7,Intel,,24.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.32,2560x1440,2382.0
Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 620,,Linux,,2.0,1920x1080,559.0
Lenovo,IdeaPad 320-15AST,Notebook,17.3,1600x900,AMD A6-Series 9220 2.5,AMD,,8.0,HDD,1000.0,,,AMD Radeon R4,,Windows,10,2.8,1600x900,519.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,4.0,SSD,256.0,,,AMD Radeon 530,,Windows,10,2.2,1920x1080,749.0
Lenovo,ThinkPad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.36,1920x1080,1429.0
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 505,,Windows,10,2.2,1920x1080,349.0
HP,Omen 15-AX205na,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1050,,Windows,10,2.2,1920x1080,1099.0
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8,Intel,,8.0,SSD,256.0,,,Nvidia GeForce 930MX,,Windows,10,1.64,1920x1080,1179.0
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,Linux,,2.4,1366x768,441.8
Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel Xeon E3-1505M V6 3,Intel,,8.0,Flash Storage ,64.0,HDD,1000.0,Nvidia Quadro M620,,Windows,10,2.23,1920x1080,1993.0
MSI,GV62 7RD-1686NL,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5,Intel,,8.0,SSD,256.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.2,1920x1080,1027.74
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5,Intel,,16.0,SSD,512.0,,,Intel Iris Plus Graphics 640,,Windows,10 S,1.25,2256x1504,2589.0
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,128.0,,,Intel HD Graphics 620,,Windows,10,1.91,1366x768,589.0
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7,Intel,,16.0,SSD,256.0,,,Nvidia Quadro M620,,Windows,10,2.17,1920x1080,1975.0
HP,ProBook 650,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,2.31,1920x1080,1534.0
Lenovo,ThinkPad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.65,1920x1080,1345.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD ,128.0,HDD,1000.0,AMD Radeon 530,,Windows,10,2.36,1920x1080,979.0
Dell,Inspiron 3168,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 405,,Windows,10,1.47,1366x768,479.0
Dell,Alienware 17,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce GTX 1060,,Windows,10,4.42,1920x1080,2046.0
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 615,,Windows,10 S,1.252,2256x1504,989.0
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5,Intel,,8.0,SSD,256.0,,,Intel Iris Plus Graphics 640,,Windows,10 S,1.25,2256x1504,1799.0
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,2.5,1600x900,639.9
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2,Intel,,4.0,HDD,1000.0,,,Nvidia GeForce 940MX,,Windows,10,2.23,1920x1080,544.0
Acer,TravelMate B,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 400,,Windows,10,1.4,1366x768,435.0
Asus,Pro P2540UA-AB51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,HDD,1000.0,,,Intel HD Graphics 620,,Windows,10,2.37,1920x1080,749.0
Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,512.0,,,AMD Radeon R7 M460,,No OS,Version Unknown,1.5,1920x1080,799.0
Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9,Intel,,8.0,SSD,256.0,,,Nvidia Quadro M2200M,,Windows,10,2.67,1920x1080,2090.0
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 500,,Windows,10,2.0,1366x768,304.0
Acer,Aspire 5,Notebook,15.6,1366x768,Intel Core i3 6006U 2,Intel,,4.0,HDD,500.0,,,Nvidia GeForce GTX 940MX,,Windows,10,2.2,1366x768,469.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,HDD,2000.0,,,AMD Radeon 530,,Windows,10,2.02,1920x1080,759.0
HP,Omen 17-an006nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,12.0,HDD,1000.0,,,Nvidia GeForce GTX 1060,,Windows,10,3.78,1920x1080,1699.0
Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6,Intel,,12.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.4,2560x1440,1858.0
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8,Intel,,8.0,SSD,512.0,,,Intel UHD Graphics 620,,Windows,10,1.29,3840x2160,1999.0
HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,HDD,500.0,,,AMD FirePro W4190M ,,Windows,10,1.9,1920x1080,1154.0
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2,Intel,,8.0,SSD,128.0,,,Intel HD Graphics 615,,Chrome OS,,1.1,2400x1600,1275.0
Dell,Latitude 7390,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,1.42,1920x1080,1841.85
Asus,ZenBook Pro,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6,Intel,,12.0,SSD ,128.0,HDD,1000.0,Intel HD Graphics 530,,Windows,10,2.06,3840x2160,1299.0
Dell,Latitude E5470,Notebook,14.0,1366x768,Intel Core i3 6100U 2.3,Intel,,8.0,SSD,128.0,,,Intel HD Graphics 520,,Windows,10,1.79,1366x768,740.0
Dell,Precision M5520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD,256.0,,,Nvidia Quadro M1200,,Windows,10,1.78,1920x1080,2408.0
Lenovo,Thinkpad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,1.0,,,Intel HD Graphics 620,,Windows,10,1.7,1920x1080,1364.0
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,HDD,1000.0,,,AMD Radeon 520,,Windows,10,2.2,1920x1080,675.0
Toshiba,Portege X30-D-10J,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.05,1920x1080,1672.0
Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD,512.0,,,Nvidia GeForce 940MX,,Windows,10,2.16,1920x1080,1262.0
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 620,,Windows,10,2.18,1366x768,586.6
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,4.0,SSD,128.0,,,Intel UHD Graphics 620,,Windows,10,1.49,1920x1080,726.0
Chuwi,"Lapbook 15,6",Notebook,15.6,Full HD 1920x1080,Intel Atom x5-Z8350 1.44,Intel,,4.0,Flash Storage,64.0,,,Intel HD Graphics,,Windows,10,1.89,1920x1080,248.9
Lenovo,ThinkPad E570,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 520,,Windows,10,2.3,1366x768,565.0
Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,1.75,1920x1080,1049.0
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7,Intel,,16.0,SSD,512.0,,,Nvidia Quadro M620,,Windows,10,2.17,1920x1080,2338.0
Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD,512.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.06,1920x1080,1899.0
Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,16.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.36,1920x1080,1798.0
Asus,Zenbook UX390UA,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,16.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,0.91,1920x1080,1950.0
Lenovo,Thinkpad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Nvidia GeForce 940MX,,Windows,10,2.3,1920x1080,1011.99
Toshiba,Portege X30-D-10L,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7,Intel,,32.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.05,1920x1080,2799.0
Asus,VivoBook Pro,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1050,,Windows,10,1.99,1920x1080,1350.0
Acer,Aspire 5,Notebook,15.6,1366x768,AMD A10-Series 9620P 2.5,AMD,,8.0,HDD,1000.0,,,AMD Radeon RX 540,,Windows,10,2.2,1366x768,579.0
Asus,Rog G752VL-UH71T,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,24.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 965M,,Windows,10,4.33,1920x1080,1269.0
Lenovo,Thinkpad X260,Ultrabook,12.5,IPS Panel 1366x768,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,1.0,,,Intel HD Graphics 520,,Windows,10,1.3,1366x768,1099.0
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,2.17,1920x1080,898.9
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8,Intel,,8.0,SSD,1000.0,,,Intel HD Graphics 620,,Windows,10,1.48,1920x1080,1749.0
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.4,1920x1080,949.0
Lenovo,ThinkPad L570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,2.3,1920x1080,911.0
Asus,VivoBook E201NA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1,Intel,,4.0,Flash Storage,64.0,,,Intel HD Graphics 500,,Windows,10 S,1.2,1366x768,340.0
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,AMD Radeon 520,,Windows,10,1.91,1366x768,618.99
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,1.4,1920x1080,1599.0
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 500,,Windows,10,2.1,1366x768,299.0
Lenovo,Chromebook N23,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6,Intel,,4.0,SSD,16.0,,,Intel HD Graphics 400,,Chrome OS,,1.25,1366x768,265.0
Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.44,1920x1080,949.0
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD ,256.0,HDD,1000.0,Intel HD Graphics 620,,Windows,10,2.0,1920x1080,1224.0
Acer,Aspire A515-51G-59QF,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,4.0,HDD,1000.0,,,Nvidia GeForce MX150,,Windows,10,2.2,1920x1080,613.0
HP,Envy 13-AB002nv,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.34,1920x1080,1323.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,No OS,Version Unknown,2.4,1920x1080,1149.0
Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,128.0,,,Intel HD Graphics 620,,Windows,10,1.29,1920x1080,899.0
Acer,Aspire A515-51G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,4.0,HDD,500.0,,,Nvidia GeForce 940MX,,Windows,10,2.2,1920x1080,639.0
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,HDD,1000.0,,,Intel HD Graphics 620,,Windows,10,2.18,1920x1080,836.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,16.0,SSD ,256.0,HDD,2000.0,AMD Radeon 530,,Windows,10,2.2,1920x1080,1219.24
Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,16.0,SSD,256.0,,,Nvidia GeForce MX150,,No OS,Version Unknown,1.95,1920x1080,1399.95
Asus,VivoBook E12,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1,Intel,,2.0,Flash Storage,32.0,,,Intel HD Graphics 500,,Windows,10,1.1,1366x768,245.0
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6,Intel,,4.0,HDD,1000.0,,,Intel UHD Graphics 620,,Windows,10,2.04,1366x768,521.47
Asus,ROG Zephyrus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,24.0,SSD,512.0,,,Nvidia GeForce GTX1080,,Windows,10,2.24,1920x1080,2968.0
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Nvidia GeForce 930MX,,Windows,10,2.04,1920x1080,889.0
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX1050 Ti,,Windows,10,3.0,1920x1080,1504.0
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,3.2,1920x1080,1399.0
HP,Spectre X360,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.32,1920x1080,1399.0
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.64,1920x1080,1279.73
HP,ProBook 440,Notebook,15.6,1366x768,Intel Core i3 6006U 2,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 520,,Windows,10,1.63,1366x768,689.0
Dell,Inspiron 5770,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD ,128.0,HDD,1000.0,AMD Radeon 530,,Linux,,2.8,1920x1080,889.0
Lenovo,ThinkPad L470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,7,2.02,1920x1080,1340.0
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,4.0,HDD,1000.0,,,Nvidia GeForce 920MX,,Windows,10,2.2,1920x1080,799.0
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2,Intel,,8.0,HDD,2000.0,,,Nvidia GeForce 920MX ,,No OS,Version Unknown,2.2,1366x768,459.0
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,500.0,,,AMD Radeon R5 M430,,Windows,10,2.3,1920x1080,585.0
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7440HQ 2.8,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.9,1920x1080,1377.0
